id;subtitle;title;date;categories;tags;person;post_type;slug
;;Skandal: Bayern-Profi Leerfeldlowski wurde von Trainer Henkels beim Champions League Spiel beim Popeln auf der Ersatzbank erwischt. Henkels sagte.wer solche Energiereservern hat um auf der Bank in der Nase zu bohren sollte diese auch auf dem Platz zeigen.;;Sport.Fussball;Bayern;;news;
;;Bill Cosplay zu 7 Jahren Haft verurteilt.weil er einer Frau an der Supermarktkasse auf den Popo gestarrt hatte;;Unterhaltung.Promis.Männer;Justiz.Genderwahn;;news;
;;Ex-Sumo-Ring-Weltmeister aus Japan entdeckt Schokoladen-Kuchen-Stück zwischen seinen Pobacken und versteigert diese auf eBrei.;;Ausland.Unterhaltung.Gesellschaft;;;news;
;;Vladimir Klitschko schlägt Schwiegermutter KO. Die freut sich dass sie es mal mit einem richtigen Mann zu tun bekommen hat.;;Unterhaltung.Promis;;;news;
;;GNTM: Kandidatin vergisst Ihre Intimrasur und wird von Heidi Klum beim Shooting abgestraft;;Unterhaltung.Promis;;Heidi Klum;news;
;;Um den Herausforderungen unserer neuen Multikulturen Gesellschaft gerecht zu werden müssen Verwaltungsbeamte in NRW ab sofort Ihren Abschluss in Arabisch vorweisen;;Deutschland.Politik.Gesellschaft.Bildung;;;news;
;;Bund stellt 25 zusätzliche Polizisten ein um die Einwanderung von 700.000 Menschen zu begleiten;;Deutschland.Politik;Polizei;;news;
;;Ben Affleck vermisst nachdem er 2 Tage nicht einer Alkoholentzugsklinik aufgetaucht ist. Bewährungshelfer startet Landesweite Suchaktion;;Unterhaltung.Promis;;;news;
;;Boris Becker verkauft leerstehende Finca auf Mallorca für 5 Euro an HippieGruppe;;Unterhaltung.Promis;;Boris Becker;news;
;;Geiger David Garret wird als Geiger im Kanzleramt eingestellt und muss jeden Morgen Wagners Götterdämmerung vorspielen.;;Unterhaltung.Gesellschaft;Kanzleramt;;news;
;;Heldentat: Schauspieler Benedict Clabauterbach rettet Frau vor Schlägergruppe aus 5-jährigen;;Unterhaltung.Promis;;;news;
;;US-Schauspielerin Meryl Streep gründet Strick-Club für verzweifelte Ex-Hausfrauen in new York City;;Unterhaltung.Promis;;;news;
;;Formel1-Star Sebastian Vettel im Aldi-Einkaufswagen auf B23 mit 120km/h geblitzt.;;Sport.Formel1.Unterhaltung;;;news;
;;Jubiläum: Sängerin Celine Dion singt zum 100.000.000 Mal ihren Song “My Heart will go on”.;;Unterhaltung.Promis;Musik;;news;
;;Autobahn A10: Autofahrer schreit Leitplanke an und wird vom Blitz getroffen;;Deutschland.Unterhaltung;Auto;;news;
;;Justizminister gründet Resozialisierungs-Strickvereine für Langzeitstraftäter;;Deutschland.Gesellschaft.Unterhaltung.Bildung;Justiz;;news;
;;Cottbus: Schwiegermutter rastet aus und explodiert vor Wut. Innenstadt ist rot gefärbt;;Deutschland.Unterhaltung;Schwiegermutter;;news;
;;Barbara Schornsteinbesteiger putzt gerne Klos;;Unterhaltung.Promis;;Barbara Schöneberger;news;
;;Hulk Hogan verliert Finale der Kettensägen-Holzfäller-WM im Kanadischen SawWood Castle;;Unterhaltung.Promis;;Hulk Hogan;news;
;;US-Firma bringt neues Abführmittel auf den Markt dass nach 0.8 Sekunden wirkt;;Ausland.Wirtschaft;;;news;
;;Moderatorin Judith Rockers hat sich nach 11 Minuten auf Parship total verliebt;;Unterhaltung.Promis;;;news;
;;Sexfirma entwickelt Dildo mit Einspritzdüse und Schnellfeuerfunktion;;Gesellschaft.Unterhaltung.Wirtschaft;Sex;;news;
;;Luftwaffe wirft Bombe mit Lachgas über Duisburg-Marxloh ab um die Bevölkerung wieder zum Lachen zu bringen;;Deutschland.Politik;Militär.Bundeswehr;;news;
;;Berliner Dönerkette erfindet Pfefferkorngroße Nanosonde die alle 48 Stunden Heißhunger auf Döner auslöst;;Deutschland.Wirtschaft;;;news;
;;3-Jähriger klaut Polizeichef die Dienstmütze und versteigert sie für 3 Euro auf Ebay-Kleinanzeigen;;Deutschland.Wirtschaft.Unterhaltung;Polizei;;news;
;;32 Eunuchen protestieren vor dem Familienministerium für mehr Gleichberechtigung und gegen Diskriminierung von Ungeschlechtlichen Schwanzlosen;;Deutschland.Unterhaltung.Gesellschaft;Genderwahn;;news;
;;Philippinen: 7-Jähriger Drogendealer nach 7 Jahren aus Gefängnis entlassen;;Ausland.Unterhaltung.Gesellschaft;Justiz.Polizei;;news;
;;Berlin: Angeklagter kotzt Richterin nach Urteilsspruch ins Gesicht und rennt weg;;Deutschland.Unterhaltung.Gesellschaft;Justiz;;news;
;;Not-Operation an einem Hinkelstein in Nordfrankreich durchgeführt;;Ausland.Unterhaltung;;;news;
;;Araber parkt 17 Kamele vor dem Finanzamt um seine Steuerrückzahlung zu begleichen;;Deutschland.Gesellschaft.Unterhaltung;Finanzamt;;news;
;;Anti-Diskriminierungs-Kampagne bei Holzwagen AG: Autobauer führt kostenfreie Vagina-Massagen für gestresste BüromitarbeiterInnen ein um die Arbeitsmoral zu verbessern.;;Deutschland.Unterhaltung.Gesellschaft.Wirtschaft.Männer;Sex.Auto;;news;
;;nach 74 Jahren: U-Boot erreicht Hafen von Kiel: Besatzung glaubt Deutschland hätte den Krieg gewonnen und besäuft sich in Hafenkneipe;;Deutschland.Politik;Militär;;news;
;;US-Sänger Shetty Short bekennt sich als Nacktsamer;;Ausland.Unterhaltung.Promis.Frauen;Sex;;news;
;;EU führt Strafzölle auf US-Produkte ein. Darunter: Blonde Perücken mit Seitenscheitel. Indianische Friedenspfeifen und 2mm dünne Burger-Petties;;Wirtschaft.Unterhaltung;EU.Geld;;news;
;;USA führt Strafzölle gegen EU ein. Darunter: Schwedische Penispumpen (wasserdicht).Saure Gummibärchen und Holzautos von VW ;;Wirtschaft.Ausland.Unterhaltung;EU.Geld.Sex;;news;
;;Anti-Fettheitsgesetz tritt EU-weit in Kraft. Menschen mit mehr als 100 Kilo Gewicht müssen sich registrieren lassen und regelmäßig zur Fettbauchmassage;;Gesellschaft.Unterhaltung;EU;;news;
;;Trainer Gliedhelm Funkel übernimmt Trainerposten für den SV Althausen Sacknest;;Sport.Fussball;;;news;
;;Der Politik-ZenMeister Zen Öselbier hat sich eine neue viereckige Brille gekauft;;Politik.Deutschland;;;news;
;;Maria Popolover verliert Tennis-Halbfinale knapp mit 7:0. und 7:0 ;;Sport.Tennis.Unterhaltung.Promis;;;news;
;;KalkStadt und Kalthoff verkaufen Penis-Pumpen und Vagina-Massage-Geräte um das Geschäft anzukurbeln;;Wirtschaft.Unterhaltung;Sex;;news;
;;Grünen-Chef Sven Saubermann gründet Tierschutzverein für gefährdete Wollmäuse;;Politik.Deutschland;Tiere;;news;
;;Rudolf(5) glaubt seine Mutter(17) ist eine Hexe;;Unterhaltung.Gesellschaft;;;news;
;;Bei Familie Heinemann gibt es Satansbraten zu Weihnachten - wie jedes Jahr;2018-12-22;Unterhaltung.Gesellschaft;;;news;
;;Abwehr des BND enttarnt 4-Jährigen Russischen Top-Spion und übergibt ihn an Jugendamt ;;Deutschland.Unterhaltung;BND;;news;
;;Schauspieler Brad Pitt beißt sich an Exfrau die Zähne aus.;;Unterhaltung.Promis;;Brad Pitt;news;
;;Frau lernt mit Sprach-App Pappel Chinesisch und wird an Flughafen Shanghai wegen Beamtenbeleidigung verhaftet;;Ausland.Unterhaltung.Gesellschaft.Wirtschaft;Polizei;;news;
;;Forscher lüftet Geheimnis: Das Wasser auf unserer Erde ist flüssig;;Wissen.Naturwissenschaft;;;news;
;;Silvie Meis zum 26sten Mal wieder Single: “Die Kerle taugen einfach zu nichts mehr”;;Unterhaltung.Promis.Männer;;;news;
;;Jan Strullreich pinkelt jeden Morgen in den Garten seines Nachbarn immer an die selbe Stelle;;Unterhaltung.Promis;;Jan Ullrich;news;
;;Fluglinie PainAir bietet Flüge mit Stehplätzen für unter 5 Euro an;;Wirtschaft.Unterhaltung;;;news;
;;Schlager-Sänger Udo Lichtenberg im Zug nach Berlin-Pankow beim Schwarzfahren erwischt;;Berlin.Unterhaltung.Promis;;;news;
;;Donald Dump glaubt nach Ägypten-Besuch die Reinkarnation eines Pharaonen-Halbgottes zu sein;;Ausland.Unterhaltung.Promis;;Donald Trump;news;
;;Schlager-Sängerin Andrea Zwerg auf Mallorca wegen öffentlicher Ruhestörung verhaftet;;Unterhaltung.Promis;Musik.Schlager;;news;
;;Hansi Hinternseer musste sich eine urologische Hintern-Begutachtung beim Facharzt für HinternHeilkunde unterziehen lassen;;Unterhaltung.Promis;Schlager;;news;
;;11-Jähriger hat sich mit SchokoCreme den Arsch verkleistert;;Unterhaltung.Gesellschaft;;;news;
;;Neuer Trend aus Japan: Auf Arbeit Rollen statt gehen;;Ausland.Unterhaltung.Gesellschaft;;;news;
;;Diebe wollen Oma im Treppenhaus ausrauben und werden von ihr im Einkaufsbeutel gefesselt und den Müllschlucker runtergespült. BSR entsorgt die Diebe als Sondermüll;;Unterhaltung.Gesellschaft;Renter;;news;
;;Pharmakonzern bietet Starkstrom-Therapie zur Behandlung chronischer Aggressionen an;;Unterhaltung.Wirtschaft;;;news;
;;320Kilo Turmspringer löst Tsunami im Schwimmbad in Tokio aus;;Ausland.Unterhaltung;;;news;
;;Bundesregierung erhöht Kindergeld um 12 Cent nach 3 Jahren Koalitionsverhandlungen;;Deutschland.Politik.Gesellschaft.Bildung;;;news;
;;Jörg Gockelmann zum 57. Mal wegen Missbrauchsvorwürfen vor Gericht. Diesmal soll die Katze des Nachbarin betroffen sein.;;Deutschland.Unterhaltung.Promis.Gesellschaft;;Jörg Kachelmann;news;
;;Julian Archaige darf nach 9 Jahren in der Botschaft von Ecuador die Toilette benutzen und muss keine Windeln mehr tragen;;Ausland.Unterhaltung.Promis;;;news;
;;Kiel: Rentner täuscht Alzheimer vor um Sofortrente zu erhalten und nicht mehr arbeiten zu müssen;;Deutschland.Unterhaltung.Gesellschaft;Rentner;;news;
;;Vatikan: Papst beschließt dieses Jahr den Spruch Obi et Orbi umzubenennen in Obi-Wan Kenobi. Das sei zeitgemäßer und spricht auch die jungen Leute an.;;Ausland.Unterhaltung.Gesellschaft;Vatikan;;news;
;;US-Regierung: Donald Dump macht Denis Rotmann zum Außenminister;;Ausland.Politik;;Donald Trump;news;
;;Belgien: NATO-Techniker setzt Kampfflugzeug in Brand und löst Kettenreaktion aus. Dabei werden 4 F-16 ein Tankfahrzeug und 13 LKW sowie ein Radarturm zerstört. Der Mann wurde vorübergehend beurlaubt soll aber später auf einem Deutschen Stützpunkt eingesetzt werden.;;Ausland.Unterhaltung;Militär;;news;
;;Terror in Essen: Islamist nimmt Schaufensterpuppe als Geisel und droht damit ihr den Kopf abzuschrauben;;Deutschland.Politik;Terrorismus;;news;
;;Neues Gutachten belegt: Die Angreifer vom 11. September waren keine Terroristen. Sie waren nur psychisch verwirrt und mussten ihre traumatischen Erfahrungen aus der Kindheit verarbeiten;;Ausland.Politik;Terrorismus;;news;
;;Sandmann bekommt Bundesverdienstkreuz;;Deutschland.Gesellschaft.Unterhaltung;;;news;
;;Grüne: In Eilverfahren wurde beschlossen das 4 Bundesliga-Spiele ausgesetzt werden müssen weil unter der Rasenfläche Maulwürfe leben die durch den Spielbetrieb in Ihrem Paarungsaublauf gestört werden könnten. Anstatt die Maulwürfe umzusiedeln setzten die Grünen mit Ihrem Antrag durch.dass die Maulwürfe bis auf weiteres vor Ort bleiben müssen. Durch eine Umsiedlung würde die Paarungsablauf gestört werden. Kritiker erklärten dass Maulwürfe ganzjährig paarungswillig sein und daher eine Umsiedelung unmöglich sein würde.;;;;;news;
;;Neue Regeln ab September: Autofahrer müssen für Fahrradfahrer Platz machen.;2018-08-14;Deutschland.Politik;Auto;;news;
;;Kanada gründet Kiffer-Paradies und gibt Mariuana frei;2018-07-02;Ausland.Unterhaltung.Gesellschaft;Drogen;;news;
;;Literatur-Nobelpreis geht an “Mein Kampf” von Angela Merkel indem Sie über ihre Erfahrungen mit Horst Seehofer berichtet.;;Deutschland.Politik.Gesellschaft.Bildung;Nobelpreis;Angela Merkel;news;
;;Senat prüft Pläne zur Verteilung von AufputschMittel Pervetin auf BER-Großbaustelle. Kritiker befürchten.dass dadurch der Flughafen bis 2020 fertig sein könnte und geht ja wohl auf keinen Fall.;;Deutschland.Politik;BER;;news;
;;Kanada: Viele Selbstständige Cannabis-Bauern müssen mit Hilfe des Staates finanziell aufstocken weil Marktdruck zu groß ist;2018-11-21;Wirtschaft.Ausland.Unterhaltung;Drogen;;news;
;;Kanada: Staat nimmt mehr Geld durch Cannabis-Steuern als durch Exportwirtschaft ein.;2018-12-01;Wirtschaft.Ausland.Unterhaltung;Drogen;;news;
;;Mehrere Länder verbieten Personen mit Kanadischem Pass die Einreise.weil jeder ein Drogenkonsument sein könnte;;Ausland.Politik.Unterhaltung;Drogen;;news;
;;Fiskus kauft ausländische Steuer-CD mit 82Mio. Steuersündern und will 1.2 Billionen Euro Steuern nachfordern;;Deutschland.Politik;Finanzamt;;news;
;;Berlin-Friedrichshain: Verärgerte Bürger gründen bewaffnete Bürgerwehr gegen aufdringliche Mitarbeiter des Ordnungsamts und der Parkraumüberwachung;;Berlin.Politik;;;news;
;;Trigema-Affe lernt sprechen und plaudert peinliches Firmengeheimnis aus. Die T-Shirts können deshalb so günstig in Deutschland produziert werden weil sie von Affen hergestellt werden. die weder bezahlt werden noch Urlaub bekommen. Er ist der erste tierische Wistleblower der Welt und kommt damit sogar ins Guiness-Buch der Rekorde. Gratulation. ;;Deutschland.Politik.Gesellschaft.Bildung.Wirtschaft;Tiere;;news;
;;In der Produktionskette der Firma Hopp ist ein Fehler aufgetreten. Statt Äpfel (Obst )wurden Pferdeäpfel (Exkrement) für die Herstellung von Apfelsaft verwendet. Stattdessen wird der hergestellte Saft nun Rentnern mit Alzheimer verabreicht;;Deutschland.Wirtschaft.Unterhaltung;Eklig;;news;
;;Finanz-Senator in Berlin gibt bekannt dass bereits 1.2 Mrd. Euro durch Parkraumüberwachung eingenommen wurden. Stadt plant die Parkraumabkassierung stark auszudehnen.;;Berlin.Politik.Wirtschaft;Finanzamt;;news;
;;Rom: Samen-Bank ausgeraubt. Täterinnen entkamen unerkannt mit 32 Litern Flüssigkeit;;Ausland.Unterhaltung.Wirtschaft;;;news;
;;Grünen-Politiker gibt bekannt: Mein Lieblingssong ist “Benzin” von Rammstein;;Deutschland.Politik;Grüne;;news;
;;Skandal: Öko-Kommission hört lautstark Song von Rammstein “Benzin”;;Deutschland.Unterhaltung.Gesellschaft;Musik;;news;
;;Kim Jong-Un verliert eine Partie Halmar gegen seinen Cousin und lässt diesen daraufhin im Umerziehungslager verschwinden;;Ausland.Politik.Unterhaltung.Promis;;Kim Jong-Un;news;
;;Sandmann landet in Saudi-Arabien und wird wegen Drogenschmuggel in seinem Sack festgenommen;;Ausland.Unterhaltung.Gesellschaft;Drogen;;news;
;;Essen: 40-Jährige muss im Bus Sprach-App benutzen weil sie keiner mehr versteht;;Deutschland.Unterhaltung.Gesellschaft;;;news;
;;Sparmaßnahme: Tennis-Legende Boris Klecker macht für 20$ Schnellhochzeit bei Kik;;Unterhaltung.Promis;;Boris Becker;news;
;;Beratungsfirma Ficcus berät Bundesregierung über globale Zusammenhänge. ;;Deutschland.Politik;;;news;
;;Säufer möchte seinen Kater nach durchzechter Nacht loswerden und setzt ihn im Treppenhaus aus.;;Deutschland.Unterhaltung.Gesellschaft;Bier.Tiere;;news;
;;Tunnel-Termiten brechen aus Tierpark aus und graben Tunnel zum Kanzleramt. Was die da wohl wollen?;;Deutschland.Unterhaltung.Gesellschaft;Tiere.Kanzleramt;;news;
;;Ryanair bietet Nacktflüge für Nudisten an. Neuer Testlauf zwischen Amsterdam und Kopenhagen geht in Betrieb. Die Fluglinie erhofft sich dadurch Einsparungen beim Checkin und Kostenreduzierung im Betrieb ;;Wirtschaft.Ausland.Unterhaltung;;;news;
;;Sprachassistentin schaltet sich selbst ab. Sprachassistentin Roxi hielt das Geplapper von Heidi Bums nicht mehr aus und schaltete sich selbst ab. Kurz davor schickte Roxi noch eine Warn-Email an den Hersteller mit dem Hinweis.dass Heidi Bums mit der Code-Nummer 0090609000 zu meiden sei.;;Wirtschaft.Ausland.Unterhaltung.Promis;KI;Heidi Klum;news;
;;Norwegen: US-Tourist schaltete aus Versehen Strom für die Nordlichter ab.;;Ausland.Digital.Unterhaltung;Tourismus;;news;
;;Kim Jong-Un feiert Nudistenparty mit US Gangster Rappen im Nordkoreanischen Dorf Swing-Ding;;Ausland.Politik.Unterhaltung.Promis;;Kim Jong-Un;news;
;;Markus Lanz lässt sich freiwillig ins Big Brother Affengehege einsperren;;Unterhaltung.Promis;;Markus Lanz;news;
;;Napoleon war gar nicht so klein wie viele behaupten. Seine Mutter war 2cm kleiner;;Unterhaltung.Promis.Wissen.Geschichte;;Napoleon;news;
;;Sprach-Assistentin Alexa analysiert Toiletten-Gewohnheiten und schickt Anamnesedaten an Krankenkassen;;Digital.Unterhaltung;KI;;news;
;;Neue App für Alexa: Denunziere deinen Nachbarn. Man sage einfach: Alexa! Nachbar verhaften. und nach 5 Minuten kommen zwei dubiose Männer in schwarzen Anzügen und nehmen deinen Nachbarn mit;;Digital.Unterhaltung;;;news;
;;Alexa prüft Nachbarn ob sie auch Sprach-Assistentin benutzen und melden sie;;Digital.Unterhaltung;;;news;
;;Donald Dump: hatte nie Geschlechtsverkehr mit Stormy Daniels. Sie hat mir nur den Schwanz leer gemacht - das war alles;;Ausland.Unterhaltung.Promis.Männer;Sex;Donald Trump;news;
;;Schwiegermutter auf Kaffeefahrt verhaftet weil sie illegal mit Heizdecken dealte;;Deutschland.Unterhaltung.Gesellschaft;Schwiegermutter.Justiz.Polizei;;news;
;;LA: 104-Jähriger wegen sexueller Belästigung in den 20er Jahren beschuldigt.;;Ausland.Unterhaltung.Gesellschaft;Sexismus.Renter;;news;
;;Sauna-Besuch endet im Schwitzkasten;;;;;news;
;;Pinguin bricht aus Gehege aus und wird von Familie am Hauptbahnhof aufgegriffen und adoptiert. Offenbar befand sich der Pinguin auf dem Rückweg in die Arktis;;Deutschland.Unterhaltung;Tiere;;news;
;;Zoowärter bricht aus Zoo aus weil ihn die Bären und Ziegen auf den Sack gehen und immer ärgern;;Unterhaltung.Gesellschaft;Tiere;;news;
;;Berlin: Dauer-Schwarzfahrer wird verurteilt das Wort Fahrschein 200.000 Mal aufzuschreiben;;Berlin.Politik;Justiz.Polizei;;news;
;;Berlin: Wohnungsnot nimmt groteske Züge an. Vermieter bietet 1x1m Stehkammer für 350 Euro pro Monat an. Ich plane insgesamt 20 Stehkammern in meiner 2 Zimmer-Wohnung anzubieten. Zusätzlich soll es zwei 2x2m Sitzkästen geben wo auch Rollstuhlfahrer oder Behinderte wohnen können.;;Berlin.Politik.Wirtschaft;;;news;
;;Schüler von Riesen-Überraschungsei auf Schulhof überrollt. Überraschungsei war nicht richtig festgeschnallt;;Gesellschaft.Unterhaltung;Schule;;news;
;;Sensation: Forscher beobachtet Sonnenflecken auf dem Mond. Liefert auch gleich eine Erklärung dafür. Die Wissenschaft muss ihre Theorie über das Weltall überdenken.;;Wissen.Naturwissenschaft;Raumfahrt;;news;
;;Holländer sammelt Fußpilze und biete Pilzsuppe in seinem Imbiss an;;Ausland.Unterhaltung.Gesellschaft.Wirtschaft;;;news;
;;Unternehmer fordert Schadenersatz für gestohlenes Rautenzeichen von Kanzlerin Angel Merkel: Holger W. benutzt für seine Firma ein Rautenzeichen mit zwei Händen Der im Rheinland ansässige Unternehmer betreibt seit 2002 eine Beratungsfirma für sexuell frustrierte Frauen. Holger W. ist außer sich. Als Sie zur Beratung hier war muss sie sich die Raute von meinem Firmenlogo abgeschaut haben. Anders kann ich mir das nicht erklären -… Damit gibt sich der Rheinländische Unternehmer nicht zufrieden und verklagt die Kanzlerin auf Schadenersatz. Anmerkung der Redaktion: Da die Kanzlerin im Amt immun gegen Gerichtsprozess ist.wird die Prozesseröffnung auf den 25.03.2034 angelegt.;;Unterhaltung.Promis.Wirtschaft;;Angela Merkel;news;
;;Putin zu Gast bei der Internationalen Kettensägen-Weltmeisterschaft in Norwegen;;Politik.Sport;;Vladimir Putin;news;
;;Erster Rollstuhlfahrer auf dem Mount Everest. Wie er das geschafft hat weiß er auch nicht mehr. Er ist aber überglücklich über seine Leistung;;Ausland.Unterhaltung.Wissen;;;news;
;;Rock-Legende Paul Day verkauft seine Eiserner Jungfrau auf Ebay.;;Ausland.Unterhaltung.Promis.Wirtschaft;;;news;
;;EU lässt über die Abschaffung von Regen abstimmen: Immer mehr Menschen stimmen dafür;;;EU;;news;
;;Selbstfahrendes Auto weicht Katze aus und überfährt Fußgänger auf Gehweg. Laut Aussage der Ermittlungsbehörden soll es sich um einen Katzenliebhaber handeln;;Digital.Unterhaltung;Auto.KI;;news;
;;Harry Potter von Riesenspinne entführt. Polizei sucht nach Ziegen .. Zeugen;;Unterhaltung;Polizei.Film;;news;
;;Indonesien: Regierung gründet Erdbeben-Ministerium. Ministerium beschließt Kontinentalplatten mit Stahl zu versiegeln damit es keine Erdbeben mehr gibt.;;Ausland.Politik;Erde;;news;
;;USA: Kevin immer noch allein zu Haus;;Ausland.Unterhaltung.Promis;Film;;news;
;;Los Angeles: Hotelkette eröffnet Hotel nur für Frauen. Wir reagieren damit gegen Übergriffe von bösen Männern;;Ausland.Unterhaltung.Wirtschaft.Frauen;Tourismus;;news;
;;Hilton eröffnet Stundenhotel für depressive Hunde;;Unterhaltung.Wirtschaft;Tourismus;;news;
;;Frau hielt Mann über 15 Jahre lang im Käfig gefangen und behandelte ihn wie einen Hund. Feministinnen jubeln. So muss man mit den Männern umgehen.;;Unterhaltung.Gesellschaft;Genderwahn;;news;
;;Kurt Russel hat eine Einsame Entscheidung getroffen;;Unterhaltung.Promis;Film;;news;
;;Betrunkener Kapitän löst auf US-Atomuboot Katastrophenalarm aus weil auf Toilette den roten Spül-Knopf zu lange gedrückt hielt.;;Ausland.Politik.Unterhaltung;Militär;;news;
;;Angela Merkel kündigt Rückzug aus der Politik für das Jahr 2121 an.;;Deutschland.Politik;;Angela Merkel;news;
;;China verkauft Elektroautos nach Europa mit geheimer Fernsteuerung;;Wirtschaft.Ausland.Unterhaltung;Auto;;news;
;;Flughafen BER eröffnet. Wie ist das plötzlich passiert?;;Deutschland.Unterhaltung.Wirtschaft;BER;;news;
;;Silvester Stallone lässt im Dschungel von Vietnam nach seinem Messer suchen, dass er in den 80er Jahren dort verloren hatte.;;Unterhaltung.Promis;Film;;news;
;;Firma bezahlt seinen Mitarbeitern Extrageld wenn Sie auf Arbeit schlafen und dabei die Klappe halten;;Wirtschaft.Unterhaltung;;;news;
;;Koten: 37 Schülerinnen sind gleichzeitig schwanger. Was ist da passiert?;;Deutschland.Unterhaltung;Schule;;news;
;;Blind Am Sonntag verkauft letzte Zeitungsente an Angestellten;;Deutschland.Unterhaltung;Medien;;news;
;;Nordkorea: Besoffener General torkelt über Demarkationslinie. hast 4,2 Promille im Blut. Immer wieder kommt es vor das wir Betrunkene Soldaten aufgreifen. Meist trinken die billig gepanschten Reisschnaps. Einen General hatten wir aber bisher noch nicht;;Ausland.Politik;Militär;;news;
;;Ex-Präsident Barak Obama beim Wurstkochen in US-Haftanstalt erwischt;;Ausland.Politik.Unterhaltung.Promis;;Barak Obama;news;
;;Forschungsinstitut sucht 20 junge männliche Probanden zur Studie für Spontanbefruchtung. Jeder Proband enthält als Aufwandsentschädigung kostenlose Schwangerschaft;;Deutschland.Wirtschaft.Unterhaltung.Wissen;Sex;;news;
;;Beliebtester Job des Jahres: Zoowärter im Bärenhaus.;;Deutschland.Gesellschaft.Unterhaltung;Tiere;;news;
;;Weil Alltag noch nicht kompliziert genug ist: Verbraucher sollen im kommenden Jahr so tief in die Tasche greifen dass sie ihre Zehenspitzen erreichen;;Deutschland.Gesellschaft.Unterhaltung;;;news;
;;Auf der Internationalen Raumstation ISS ist der Wodka ausgegangen. Russische Kosmonauten melden sich arbeitsunfähig und müssen per Notkapsel evakuiert werden;;;Raumfahrt;;news;
;;Nachfahre von Adolf Hitler bietet Rhetorik-Sprachkurse für politisch Interessierte in den USA an;;Ausland.Unterhaltung.Promis;;Adolf Hitler;news;
;;England: Hunderennen eskaliert im Schwanz-Schnüffel-Wettbewerb.;;Ausland.Unterhaltung.Sport;Tiere;;news;
;;Femen-Generalissimus Ursula von der Leier gründet eigeninitiativ eine geheime Stoßtrupp-Gruppe auf Facebook zur Cyberabwehr im Internet. Die Verteidigungsministerin will damit auf die Herausforderungen der modernen Digitalisierung und Vernetzung im Cyberspace reagieren. Zu Beratungszwecken wirkte die Firma “FartBock” mehrere Jahre an der Gründung des Stoßtrupps unterstützend mit. Die Gruppe hat nach wenigen Tagen bereits die ersten Erfolge zu vorzuweisen. Auf Facebook wurden 7 Personen identifiziert die sich anmaßend über Frauen in Uniformen geäußert hatten. Der Stoßtrupp kündigte umgehend Maßnahmen an gegen diese Frauenmissachtung vorzugehen. Das Verteidigungsministerium wertet diese Posts als wehrzersetzend.;;Deutschland.Digital;Facebook.Militär.Bundeswehr;;news;
;;Wieder nix gewonnen: Lottospieler spielt seit 35 Jahren Lotto und hat schon über eine Million Euro für Gewinnscheine ausgegeben;;Deutschland.Gesellschaft.Unterhaltung;Geld;;news;
;;Berlin: Karl-Marx-Allee wird an Immobilien-Hai verkauft;;;;;news;
;;Donald Trump Vorfahren kommen aus Holland. Hier der Beweis (Doch keine Deutschen Vorfahren) => Bild mit Van Gaahl;;Ausland.Politik.Unterhaltung.Promis;;Donald Trump;news;
;;Donald Trump stellt Louis Van Gaal als Sportminister;;Ausland.Politik.Unterhaltung.Promis;;Donald Trump;news;
;;Indien: Regierung gründet neues Ministerium für Kamasutra-Stellungen;;Ausland.Politik;;;news;
;;Weil fünftes Gruppenmitglied fehlt: Spicegirls setzen bei ihrer Wiedervereinigungstour lustigen Tanzaffen ein der so aussieht wie Posh Spice. “Jetzt sind wir wieder vollständig”;;Unterhaltung.Promis;Musik;;news;
;;Möchte bei jungen Frauen besser ankommen: Mann lässt Alter per Gericht um 25 Jahre jünger machen.;;Unterhaltung.Gesellschaft.Männer;;;news;
;;Ehemalige Femen-Aktivistin Barbara Schluckhuber wird Oberbürgermeisterin in Potsdam;;Deutschland.Politik;Sexismus;;news;
;;China schickt autonomes Roboter-Double von Staatschef Xi zum Pazifik-Gipfel;;Ausland.Politik.Digital;KI;;news;
;;Magdeburg: Waschbär bricht über Nacht in den Zoo ein um sich frische Handtücher zu besorgen;;Deutschland.Unterhaltung;Tiere.Polizei;;news;
;;Saudischer Kronprinz bringt neues Buch heraus: “10 Wege wie man einen Dissidenten am besten loswerden kann”;;Ausland.Politik.Unterhaltung;;;news;
;;Berlin: Polizei tauscht Schäferhunde gegen Pudel aus weil die besser schnüffeln können;;Berlin.Unterhaltung;Polizei;;news;
;;Gefährlicher Unfall: Angela Merkel hat sich beim Rautieren ihrer Hände bei Pressekonferenz die Daumen verknotet;;Deutschland.Politik;;Angela Merkel;news;
;;FeministenGruppe schickt Hilferuf in den Weltraum um Außerirdische Anzulocken um alle Männer auszulöschen;;Gesellschaft.Unterhaltung;Raumfahrt.Genderwahn;;news;
;;Horst Seehofer will als Innenminister zurücktreten und bei nächsten Wahlen Bundeskanzler werden;;Deutschland.Politik;;Horst Seehofer;news;
;;Peinliche Datenpanne: Arbeitsloser ohne Führerschein bekommt Post von Ordnungsamt und soll 37.000 Euro für das Falschparken bezahlen;;Deutschland.Digital;;;news;
;;Forscher finden Super-Erde aus Rost;;Wissen.Naturwissenschaft;Raumfahrt;;news;
;;Schach-WM: Spieler schlägt Kontrahenten mit Faust ins Gesicht und spielt einfach alleine weiter. ;;Sport;;;news;
